Image name,Probability
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_043.tif,0.9855587009
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_043.tif,0.5203744759
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_043.tif,0.9646014668
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_044.tif,0.9651269793
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_044.tif,0.9673332265
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_044.tif,0.9688307988
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_045.tif,0.9930263226
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_045.tif,0.9246195933
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_045.tif,0.9889123869
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_046.tif,0.9376458733
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_046.tif,0.5168612638
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_046.tif,0.9575118015
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_047.tif,0.7614763211
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_047.tif,0.6555382598
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_047.tif,0.9340544017
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_048.tif,0.922875425
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_048.tif,0.8344455994
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_048.tif,0.948352931
